kp,ki,bias,integral_limit,mean_total_reward,worst_max_temperature_C,mean_abs_temp_error_C,mean_rms_temp_error_C,total_time_above_safe_s,mean_total_cooling_effort,mean_action_variation,any_failure
0.2,0.002,0.1,150.0,-270.2384578651569,38.045427005494645,2.79987701088691,3.724093211446721,0.0,743.1471572111186,1.4728629887104034,False
0.12,0.006,0.25,40.0,-270.2934693508225,38.569810885067284,2.7509760727219046,3.721815387137343,0.0,738.8526910347864,1.1711967587471008,False
0.2,0.006,0.1,40.0,-270.5413700363393,38.20156751335926,2.8207992040337966,3.733280960666284,0.0,727.0491942067165,1.446133404970169,False
0.06,0.006,0.1,100.0,-270.57018343739685,38.58595972272912,2.615755454986971,3.6980659543084156,0.0,786.6463323670032,1.2194880843162537,False
0.2,0.001,0.25,75.0,-270.7012607488276,38.24628114037624,2.822824563405632,3.738038713630944,0.0,724.351292346546,1.362962320446968,False
0.08,0.006,0.05,100.0,-270.7704042484792,38.5075846870061,2.654398863065623,3.7040104931760998,0.0,781.4138665988867,1.2201751917600632,False
0.12,0.002,0.25,150.0,-270.8713574844937,38.37854074756075,2.7436115885363273,3.718960709516856,0.0,758.2171576440305,1.2202089726924896,False
0.1,0.004,0.25,75.0,-271.02753839279796,38.621748640073406,2.732632691663098,3.719876079745839,0.0,750.5622778691468,1.120084285736084,False
0.08,0.004,0.1,150.0,-271.09911892981086,38.32616041599894,2.642103435365248,3.702378062852929,0.0,794.1334754187701,1.30671426653862,False
0.06,0.004,0.15,150.0,-271.1647271161796,38.39608270024288,2.621964795786205,3.6991814475657496,0.0,797.6936425884342,1.322822667658329,False
0.1,0.004,0.05,150.0,-271.28531023688606,38.2664894811685,2.6693546856547243,3.7076636536437024,0.0,788.16177137669,1.3198474049568176,False
0.2,0.002,0.15,100.0,-271.3277290124509,38.180149691685926,2.8356849952649887,3.738210875921337,0.0,728.7057273526152,1.3949046283960342,False
0.2,0.001,0.2,150.0,-271.62593536979716,38.18492257267668,2.84076518873392,3.741390023300511,0.0,728.4605132496799,1.3743825554847717,False
0.2,0.004,0.05,75.0,-271.69189980687423,38.18089144804444,2.8402363988727233,3.739839252332498,0.0,728.3434765640122,1.4569828361272812,False
0.16,0.004,0.05,100.0,-271.7366701591075,38.26902080769254,2.806797928595684,3.7324700440530965,0.0,740.6453372374235,1.3589750528335571,False
0.2,0.0005,0.25,150.0,-271.8227987770395,38.25510400547289,2.8440984663913005,3.7464594465524854,0.0,722.9117144876509,1.3614869266748428,False
0.16,0.002,0.25,75.0,-272.1641737218803,38.42552669990022,2.8292936759434473,3.7441141615793554,0.0,725.6984874447662,1.234039381146431,False
0.06,0.006,0.2,75.0,-272.18267600040815,38.82049275333408,2.657881048042922,3.713591514729283,0.0,773.2829988574692,1.0865460932254791,False
0.12,0.004,0.2,75.0,-272.22680501179923,38.555918682773054,2.7883445699793126,3.734027936593765,0.0,739.2257981428702,1.1842355132102966,False
0.08,0.006,0.15,75.0,-272.4653480847608,38.72674834511769,2.7126831505940348,3.7226392809612556,0.0,760.483519014786,1.101630061864853,False
0.16,0.002,0.15,150.0,-273.03311583977825,38.28315542586888,2.8313743842352816,3.7430692776035372,0.0,738.9053328442533,1.335986465215683,False
0.1,0.006,0.1,75.0,-273.13814176090966,38.64512067469234,2.7689509203609504,3.734038858560887,0.0,747.7535664481256,1.156502902507782,False
0.2,0.004,0.15,40.0,-273.165456599687,38.300651296039305,2.8701660739941293,3.755987675438594,0.0,716.8963992509871,1.4100336730480194,False
0.2,0.0005,0.25,100.0,-273.2381148349187,38.33088954488753,2.8682183755632313,3.759173216754737,0.0,715.8156226265528,1.3607751578092575,False
0.16,0.006,0.15,40.0,-273.4122086326062,38.46344088592627,2.8518957634212594,3.752940244167027,0.0,720.9985508972895,1.2950747460126877,False
0.2,0.001,0.25,40.0,-273.53754899100835,38.36011249414917,2.8713057122673735,3.7622818649563956,0.0,713.3677933810395,1.351319670677185,False
0.12,0.006,0.05,75.0,-274.0751441726048,38.573554117692225,2.8187256824841214,3.7463857105907614,0.0,737.0429538729804,1.220460668206215,False
0.06,0.004,0.25,100.0,-274.09310409077244,38.852244701188965,2.6980131159940592,3.727907818639587,0.0,770.6931785987545,1.0483568608760834,False
0.2,0.0005,0.25,75.0,-274.1272357490961,38.37050231470887,2.8824976246336256,3.766853496029627,0.0,712.1271845584997,1.355299785733223,False
0.08,0.004,0.2,100.0,-274.26460633764503,38.75222442641855,2.7482766847887703,3.736247066900427,0.0,757.5467970274913,1.0826286226511002,False
0.16,0.002,0.2,100.0,-274.33482581672683,38.44209815700659,2.869833307303066,3.7590165217157123,0.0,722.6721012870112,1.2553458213806152,False
0.16,0.001,0.25,150.0,-274.6159287006619,38.44767285978282,2.8741715752504837,3.7624205772251074,0.0,722.5484194783348,1.2279273718595505,False
0.2,0.001,0.2,100.0,-274.7794390609611,38.33916436692443,2.8988735945309303,3.7694970046313347,0.0,713.1523976658646,1.3530753552913666,False
0.16,0.004,0.1,75.0,-274.8351632104911,38.44421075042479,2.8767014428472564,3.7614340146362717,0.0,722.146592306689,1.3082746416330338,False
0.1,0.004,0.15,100.0,-274.84321196867626,38.665522251179205,2.8005027305770174,3.746815923981155,0.0,745.2875340932806,1.139911949634552,False
0.2,0.002,0.05,150.0,-275.3056363078697,38.20462495428774,2.89882652332535,3.7658669054654936,0.0,724.8976570557861,1.4503588825464249,False
0.2,0.002,0.15,75.0,-275.3104609824109,38.341007049476325,2.909532360775352,3.77248916580055,0.0,712.1782356693257,1.367139756679535,False
0.2,0.0005,0.25,40.0,-275.61324105690517,38.427557783613764,2.9057215946227153,3.7793432636927915,0.0,706.7926797617984,1.3469715267419815,False
0.2,0.002,0.2,40.0,-275.62051677457305,38.398873763545986,2.910633735845888,3.7776120399590245,0.0,707.7816607444474,1.3623316287994385,False
